<item:,Registry name,:,Meta,:,Amount,:,Weight,:,NBT,> : ,EMC,","
<item:,a_man_with_plushies:henry_stickmin_toppat_recruit_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:henry_stickmin_toppat_recruit_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:insomni_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:isaac_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:isaac_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:jeb_sheep_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:jeb_sheep_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:lariat_plushie,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:light_blue_sheep_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:light_blue_sheep_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:light_gray_sheep_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:light_gray_sheep_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:lime_crewmate_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:lime_crewmate_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:lime_sheep_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:lime_sheep_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:madeline_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:madeline_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:magenta_sheep_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:magenta_sheep_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:male_indeedee_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:male_indeedee_plush_standing,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:meat_boy_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:meat_boy_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:moai_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:moobloom_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:moobloom_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:muddy_pig_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:muddy_pig_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:mugman_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:mugman_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:ninji_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:ninji_plush_standing,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:odd_tree,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:odd_tree_plant,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:off_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:off_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:open_shulker_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:orange_crewmate_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:orange_crewmate_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:orange_sheep_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:orange_sheep_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:peashooter_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:peashooter_plush_flower_pot,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:peppino_blood_red_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:peppino_blood_red_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:peppino_dark_cook_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:peppino_dark_cook_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:peppino_dirt_cook_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:peppino_dirt_cook_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:peppino_garish_cook_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:peppino_garish_cook_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:peppino_golden_god_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:peppino_golden_god_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:peppino_money_green_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:peppino_money_green_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:peppino_mooney_orange_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:peppino_mooney_orange_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:peppino_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:peppino_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:peppino_sage_blue_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:peppino_sage_blue_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:peppino_tv_purple_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:peppino_tv_purple_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:peppino_unfunny_cook_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:peppino_unfunny_cook_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:pig_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:pig_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:pink_crewmate_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:pink_crewmate_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:pink_sheep_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:pink_sheep_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:plush_box,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:popgoes_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:popgoes_plush_standing,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:pufferfish_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:purple_crewmate_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:purple_crewmate_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:purple_sheep_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:purple_sheep_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:red_mooshroom_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:red_mooshroom_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:red_pikmin_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:red_pikmin_plush_standing,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:red_pikmin_sprout,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:red_pikmin_sprout_plant,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:red_sheep_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:red_sheep_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:rhyth_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:rhyth_plush_standing,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:sans_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:sans_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:semi_puffed_pufferfish_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:sensei_seaweed_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:sensei_seaweed_plush_standing,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:shadow_freddy_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:shadow_freddy_plush_standing,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:shulker_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:spamton_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:spamton_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:squid_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:steppa_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:steppa_plush_standing,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:sudowoodo_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:sudowoodo_plush_standing,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:the_knight_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:the_knight_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:v_1_knucklebuster_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:v_1_knucklebuster_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:v_1_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:v_1_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:v_1_whiplash_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:v_1_whiplash_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:v_2_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:v_2_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:v_2_whiplash_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:v_2_whiplash_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:white_crewmate_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:white_crewmate_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:white_sheep_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:white_sheep_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:wiglin_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:wiglin_plush_standing,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:wilson_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:wilson_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:wobblewok_closed_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:wobblewok_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:yellow_crewmate_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:yellow_crewmate_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:yellow_pikmin_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:yellow_pikmin_plush_standing,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:yellow_pikmin_sprout,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:yellow_pikmin_sprout_plant,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:yellow_sheep_plush,:,0,:,,:,,,,> : ,,","
<item:,a_man_with_plushies:yellow_sheep_plush_sitting,:,0,:,,:,,,,> : ,,","
<item:,adfinders:gem_finder,:,0,:,,:,,,,> : ,,","
<item:,adfinders:metal_finder,:,0,:,,:,,,,> : ,,","
<item:,adfinders:mineral_finder,:,0,:,,:,,,,> : ,,","
<item:,advancedperipherals:ar_controller,:,0,:,,:,,,,> : ,,","
<item:,advancedperipherals:ar_goggles,:,0,:,,:,,,,> : ,,","
<item:,advancedperipherals:block_reader,:,0,:,,:,,,,> : ,,","
<item:,advancedperipherals:chat_box,:,0,:,,:,,,,> : ,,","
<item:,advancedperipherals:chunk_controller,:,0,:,,:,,,,> : ,,","
<item:,advancedperipherals:colony_integrator,:,0,:,,:,,,,> : ,,","
<item:,advancedperipherals:computer_tool,:,0,:,,:,,,,> : ,,","
<item:,advancedperipherals:end_automata_core,:,0,:,,:,,,,> : ,,","
<item:,advancedperipherals:energy_detector,:,0,:,,:,,,,> : ,,","
<item:,advancedperipherals:environment_detector,:,0,:,,:,,,,> : ,,","
<item:,advancedperipherals:geo_scanner,:,0,:,,:,,,,> : ,,","
<item:,advancedperipherals:husbandry_automata_core,:,0,:,,:,,,,> : ,,","
<item:,advancedperipherals:inventory_manager,:,0,:,,:,,,,> : ,,","
<item:,advancedperipherals:me_bridge,:,0,:,,:,,,,> : ,,","
<item:,advancedperipherals:memory_card,:,0,:,,:,,,,> : ,,","
<item:,advancedperipherals:nbt_storage,:,0,:,,:,,,,> : ,,","
<item:,advancedperipherals:overpowered_end_automata_core,:,0,:,,:,,,,> : ,,","
<item:,advancedperipherals:overpowered_husbandry_automata_core,:,0,:,,:,,,,> : ,,","
<item:,advancedperipherals:overpowered_weak_automata_core,:,0,:,,:,,,,> : ,,","
<item:,advancedperipherals:peripheral_casing,:,0,:,,:,,,,> : ,,","
<item:,advancedperipherals:player_detector,:,0,:,,:,,,,> : ,,","
<item:,advancedperipherals:redstone_integrator,:,0,:,,:,,,,> : ,,","
<item:,advancedperipherals:rs_bridge,:,0,:,,:,,,,> : ,,","
<item:,advancedperipherals:weak_automata_core,:,0,:,,:,,,,> : ,,","
<item:,ae2:16k_crafting_storage,:,0,:,,:,,,,> : ,,","
<item:,ae2:1k_crafting_storage,:,0,:,,:,,,,> : ,,","
<item:,ae2:256k_crafting_storage,:,0,:,,:,,,,> : ,,","
<item:,ae2:4k_crafting_storage,:,0,:,,:,,,,> : ,,","
<item:,ae2:64k_crafting_storage,:,0,:,,:,,,,> : ,,","
<item:,ae2:advanced_card,:,0,:,,:,,,,> : ,,","
<item:,ae2:annihilation_core,:,0,:,,:,,,,> : ,,","
<item:,ae2:annihilation_plane,:,0,:,,:,,,,> : ,,","
<item:,ae2:basic_card,:,0,:,,:,,,,> : ,,","
<item:,ae2:biometric_card,:,0,:,,:,,,,> : ,,","
<item:,ae2:black_covered_cable,:,0,:,,:,,,,> : ,,","
<item:,ae2:black_covered_dense_cable,:,0,:,,:,,,,> : ,,","
<item:,ae2:black_glass_cable,:,0,:,,:,,,,> : ,,","
<item:,ae2:black_lumen_paint_ball,:,0,:,,:,,,,> : ,,","
<item:,ae2:black_paint_ball,:,0,:,,:,,,,> : ,,","
<item:,ae2:black_smart_cable,:,0,:,,:,,,,> : ,,","
<item:,ae2:black_smart_dense_cable,:,0,:,,:,,,,> : ,,","
<item:,ae2:blank_pattern,:,0,:,,:,,,,> : ,,","
<item:,ae2:blue_covered_cable,:,0,:,,:,,,,> : ,,","
<item:,ae2:blue_covered_dense_cable,:,0,:,,:,,,,> : ,,","
<item:,ae2:blue_glass_cable,:,0,:,,:,,,,> : ,,","
<item:,ae2:blue_lumen_paint_ball,:,0,:,,:,,,,> : ,,","
<item:,ae2:blue_paint_ball,:,0,:,,:,,,,> : ,,","
<item:,ae2:blue_smart_cable,:,0,:,,:,,,,> : ,,","
<item:,ae2:blue_smart_dense_cable,:,0,:,,:,,,,> : ,,","
<item:,ae2:brown_covered_cable,:,0,:,,:,,,,> : ,,","
<item:,ae2:brown_covered_dense_cable,:,0,:,,:,,,,> : ,,","
<item:,ae2:brown_glass_cable,:,0,:,,:,,,,> : ,,","
<item:,ae2:brown_lumen_paint_ball,:,0,:,,:,,,,> : ,,","
<item:,ae2:brown_paint_ball,:,0,:,,:,,,,> : ,,","
<item:,ae2:brown_smart_cable,:,0,:,,:,,,,> : ,,","
<item:,ae2:brown_smart_dense_cable,:,0,:,,:,,,,> : ,,","
<item:,ae2:cable_anchor,:,0,:,,:,,,,> : ,,","
<item:,ae2:cable_bus,:,0,:,,:,,,,> : ,,","
<item:,ae2:cable_energy_acceptor,:,0,:,,:,,,,> : ,,","
<item:,ae2:cable_interface,:,0,:,,:,,,,> : ,,","
<item:,ae2:cable_pattern_provider,:,0,:,,:,,,,> : ,,","
<item:,ae2:calculation_processor,:,0,:,,:,,,,> : ,,","
<item:,ae2:calculation_processor_press,:,0,:,,:,,,,> : ,,","
<item:,ae2:capacity_card,:,0,:,,:,,,,> : ,,","
<item:,ae2:cell_component_16k,:,0,:,,:,,,,> : ,,","
<item:,ae2:cell_component_1k,:,0,:,,:,,,,> : ,,","
<item:,ae2:cell_component_256k,:,0,:,,:,,,,> : ,,","
<item:,ae2:cell_component_4k,:,0,:,,:,,,,> : ,,","
<item:,ae2:cell_component_64k,:,0,:,,:,,,,> : ,,","
<item:,ae2:cell_workbench,:,0,:,,:,,,,> : ,,","
<item:,ae2:certus_crystal_seed,:,0,:,,:,,,,> : ,,","
<item:,ae2:certus_quartz_axe,:,0,:,,:,,,,> : ,,","
<item:,ae2:certus_quartz_crystal,:,0,:,,:,,,,> : ,,","
<item:,ae2:certus_quartz_cutting_knife,:,0,:,,:,,,,> : ,,","
<item:,ae2:certus_quartz_dust,:,0,:,,:,,,,> : ,,","
