"Mod name","Registry name","Item ID","Display name"
"A Man With Plushies","a_man_with_plushies:cc_green_knight_plush_sitting",40112,"§a§lCastle Crashers Knight Plushie"
"A Man With Plushies","a_man_with_plushies:cc_orange_knight_plush",40006,"§a§lCastle Crashers Knight Plushie"
"A Man With Plushies","a_man_with_plushies:cc_orange_knight_plush_sitting",40115,"§a§lCastle Crashers Knight Plushie"
"A Man With Plushies","a_man_with_plushies:cc_red_knight_plush",40004,"§a§lCastle Crashers Knight Plushie"
"A Man With Plushies","a_man_with_plushies:cc_red_knight_plush_sitting",40113,"§a§lCastle Crashers Knight Plushie"
"A Man With Plushies","a_man_with_plushies:chicken_plush",39967,"§a§lChicken Plushie"
"A Man With Plushies","a_man_with_plushies:chicken_plush_sitting",40154,"§a§lChicken Plushie"
"A Man With Plushies","a_man_with_plushies:cindy_plush",40108,"§e§lCindy Plushie"
"A Man With Plushies","a_man_with_plushies:cindy_plush_standing",40110,"§e§lCindy Plushie"
"A Man With Plushies","a_man_with_plushies:companion_block_plushie",39992,"§e§lCompanion Block Plushie"
"A Man With Plushies","a_man_with_plushies:cow_plush",39966,"§a§lCow Plushie"
"A Man With Plushies","a_man_with_plushies:cow_plush_sitting",40147,"§a§lCow Plushie"
"A Man With Plushies","a_man_with_plushies:crabster_plush",40001,"§e§lCrabster Plushie"
"A Man With Plushies","a_man_with_plushies:crabster_plush_standing",40191,"§e§lCrabster Plushie"
"A Man With Plushies","a_man_with_plushies:creeper_plush",39949,"§9§lCreeper Plushie"
"A Man With Plushies","a_man_with_plushies:creeper_plush_sitting",40101,"§9§lCreeper Plushie"
"A Man With Plushies","a_man_with_plushies:crewmate_plush",39954,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:crewmate_plush_sitting",40082,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:cuphead_plush",39972,"§a§lCuphead Plushie"
"A Man With Plushies","a_man_with_plushies:cuphead_plush_sitting",40118,"§a§lCuphead Plushie"
"A Man With Plushies","a_man_with_plushies:cyan_crewmate_plush",40017,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:cyan_crewmate_plush_sitting",40092,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:cyan_sheep_plush",40032,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:cyan_sheep_plush_sitting",40139,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:enderman_plush",39950,"§9§lEnderman Plushie"
"A Man With Plushies","a_man_with_plushies:enderman_plush_sitting",40121,"§9§lEnderman Plushie"
"A Man With Plushies","a_man_with_plushies:enderman_plush_with_block",40022,"§9§lEnderman Plushie"
"A Man With Plushies","a_man_with_plushies:enderman_plush_with_block_sitting",40122,"§9§lEnderman Plushie"
"A Man With Plushies","a_man_with_plushies:fall_guy_plush",39969,"§a§lFall Guy Plushie"
"A Man With Plushies","a_man_with_plushies:fall_guy_plush_sitting",40100,"§a§lFall Guy Plushie"
"A Man With Plushies","a_man_with_plushies:female_indeedee_plush",39979,"§a§lIndeedee Plushie"
"A Man With Plushies","a_man_with_plushies:female_indeedee_plush_standing",40160,"§a§lIndeedee Plushie"
"A Man With Plushies","a_man_with_plushies:fredbear_plush",40046,"§e§lFredbear Plushie"
"A Man With Plushies","a_man_with_plushies:fredbear_plush_standing",40098,"§e§lGolden Freddy Plushie"
"A Man With Plushies","a_man_with_plushies:freddy_fazbear_plush",39988,"§e§lFreddy Fazbear Plushie"
"A Man With Plushies","a_man_with_plushies:freddy_fazbear_plush_standing",40096,"§e§lFreddy Fazbear Plushie"
"A Man With Plushies","a_man_with_plushies:fully_puffed_pufferfish_plush",40076,"§9§lPufferfish Plushie"
"A Man With Plushies","a_man_with_plushies:gd_cube_plush",39958,"§9§lGeometry Dash Cube Plushie"
"A Man With Plushies","a_man_with_plushies:gdm_cube_plush",40002,"§9§lGeometry Dash Cube Plushie"
"A Man With Plushies","a_man_with_plushies:gds_cube_plush",40003,"§9§lGeometry Dash Cube Plushie"
"A Man With Plushies","a_man_with_plushies:ghast_attacking_plush",40043,"§e§lGhast Plushie"
"A Man With Plushies","a_man_with_plushies:ghast_plush",39987,"§e§lGhast Plushie"
"A Man With Plushies","a_man_with_plushies:glados_plush",39993,"§e§lGLaDOS Plushie"
"A Man With Plushies","a_man_with_plushies:glados_plush_lying_down",40186,"§e§lGLaDOS Plushie"
"A Man With Plushies","a_man_with_plushies:golden_freddy_plush",40045,"§e§lGolden Freddy Plushie"
"A Man With Plushies","a_man_with_plushies:golden_freddy_plush_standing",40097,"§e§lGolden Freddy Plushie"
"A Man With Plushies","a_man_with_plushies:golden_plush_box",39948,"Golden Plush Box"
"A Man With Plushies","a_man_with_plushies:goose_plush",39975,"§a§lGoose Plushie"
"A Man With Plushies","a_man_with_plushies:goose_plush_sitting",40117,"§a§lGoose Plushie"
"A Man With Plushies","a_man_with_plushies:gray_sheep_plush",40030,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:gray_sheep_plush_sitting",40137,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:green_crewmate_plush",40009,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:green_crewmate_plush_sitting",40084,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:green_sheep_plush",40036,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:green_sheep_plush_sitting",40143,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:happycane_plush",39961,"§a§lHappycane Plushie"
"A Man With Plushies","a_man_with_plushies:happycane_plush_standing",40185,"§a§lHappycane Plushie"
"A Man With Plushies","a_man_with_plushies:headcrab_plush",39995,"§e§lHeadcrab Plushie"
"A Man With Plushies","a_man_with_plushies:heavy_plush",39991,"§e§lHeavy Weapons Guy Plushie"
"A Man With Plushies","a_man_with_plushies:heavy_plush_sitting",40094,"§e§lHeavy Weapons Guy Plushie"
"A Man With Plushies","a_man_with_plushies:henry_stickmin_plush",39959,"§9§lHenry Stickmin Plushie"
"A Man With Plushies","a_man_with_plushies:henry_stickmin_plush_sitting",40125,"§9§lHenry Stickmin Plushie"
"A Man With Plushies","a_man_with_plushies:henry_stickmin_toppat_leader_plush",40124,"§9§lHenry Stickmin Plushie"
"A Man With Plushies","a_man_with_plushies:henry_stickmin_toppat_leader_plush_sitting",40126,"§9§lHenry Stickmin Plushie"
"A Man With Plushies","a_man_with_plushies:henry_stickmin_toppat_recruit_plush",40123,"§9§lHenry Stickmin Plushie"
"A Man With Plushies","a_man_with_plushies:henry_stickmin_toppat_recruit_plush_sitting",40129,"§9§lHenry Stickmin Plushie"
"A Man With Plushies","a_man_with_plushies:insomni_plush",39986,"§a§lInsomni Plushie"
"A Man With Plushies","a_man_with_plushies:isaac_plush",39955,"§9§lIsaac Plushie"
"A Man With Plushies","a_man_with_plushies:isaac_plush_sitting",40104,"§9§lIsaac Plushie"
"A Man With Plushies","a_man_with_plushies:jeb_sheep_plush",40039,"§a§ljeb_ Sheep Plushie"
"A Man With Plushies","a_man_with_plushies:jeb_sheep_plush_sitting",40146,"§a§ljeb_ Sheep Plushie"
"A Man With Plushies","a_man_with_plushies:lariat_plushie",39971,"§a§lLariat Plushie"
"A Man With Plushies","a_man_with_plushies:light_blue_sheep_plush",40026,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:light_blue_sheep_plush_sitting",40133,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:light_gray_sheep_plush",40031,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:light_gray_sheep_plush_sitting",40138,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:lime_crewmate_plush",40018,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:lime_crewmate_plush_sitting",40093,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:lime_sheep_plush",40028,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:lime_sheep_plush_sitting",40135,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:madeline_plush",39980,"§a§lMadeline Plushie"
"A Man With Plushies","a_man_with_plushies:madeline_plush_sitting",40167,"§a§lMadeline Plushie"
"A Man With Plushies","a_man_with_plushies:magenta_sheep_plush",40025,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:magenta_sheep_plush_sitting",40132,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:male_indeedee_plush",40048,"§a§lIndeedee Plushie"
"A Man With Plushies","a_man_with_plushies:male_indeedee_plush_standing",40161,"§a§lIndeedee Plushie"
"A Man With Plushies","a_man_with_plushies:meat_boy_plush",39957,"§9§lMeat Boy Plushie"
"A Man With Plushies","a_man_with_plushies:meat_boy_plush_sitting",40105,"§9§lMeat Boy Plushie"
"A Man With Plushies","a_man_with_plushies:moai_plush",40059,"§e§lMoai Plushie"
"A Man With Plushies","a_man_with_plushies:moobloom_plush",40042,"§a§lMoobloom Plushie"
"A Man With Plushies","a_man_with_plushies:moobloom_plush_sitting",40150,"§a§lMoobloom Plushie"
"A Man With Plushies","a_man_with_plushies:muddy_pig_plush",40023,"§a§lMuddy Pig Plushie"
"A Man With Plushies","a_man_with_plushies:muddy_pig_plush_sitting",40128,"§a§lMuddy Pig Plushie"
"A Man With Plushies","a_man_with_plushies:mugman_plush",40052,"§a§lMugman Plushie"
"A Man With Plushies","a_man_with_plushies:mugman_plush_sitting",40119,"§a§lMugman Plushie"
"A Man With Plushies","a_man_with_plushies:ninji_plush",39963,"§9§lNinji Plushie"
"A Man With Plushies","a_man_with_plushies:ninji_plush_standing",40192,"§9§lNinji Plushie"
"A Man With Plushies","a_man_with_plushies:odd_tree",39998,"Odd Tree"
"A Man With Plushies","a_man_with_plushies:odd_tree_plant",40049,"Odd Tree Plant"
"A Man With Plushies","a_man_with_plushies:off_plush",39956,"§9§lNoob Plushie"
"A Man With Plushies","a_man_with_plushies:off_plush_sitting",40102,"§9§lNoob Plushie"
"A Man With Plushies","a_man_with_plushies:open_shulker_plush",40078,"§9§lShulker Plushie"
"A Man With Plushies","a_man_with_plushies:orange_crewmate_plush",40011,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:orange_crewmate_plush_sitting",40086,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:orange_sheep_plush",40024,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:orange_sheep_plush_sitting",40131,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:peashooter_plush",39968,"§a§lPeashooter Plushie"
"A Man With Plushies","a_man_with_plushies:peashooter_plush_flower_pot",40020,"§a§lPeashooter Plushie In a Flower Pot"
"A Man With Plushies","a_man_with_plushies:peppino_blood_red_plush",40064,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_blood_red_plush_sitting",40175,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_dark_cook_plush",40065,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_dark_cook_plush_sitting",40176,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_dirt_cook_plush",40070,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_dirt_cook_plush_sitting",40181,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_garish_cook_plush",40072,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_garish_cook_plush_sitting",40183,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_golden_god_plush",40071,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_golden_god_plush_sitting",40182,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_money_green_plush",40067,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_money_green_plush_sitting",40178,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_mooney_orange_plush",40073,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_mooney_orange_plush_sitting",40184,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_plush",39981,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_plush_sitting",40174,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_sage_blue_plush",40068,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_sage_blue_plush_sitting",40179,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_tv_purple_plush",40069,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_tv_purple_plush_sitting",40180,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_unfunny_cook_plush",40066,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_unfunny_cook_plush_sitting",40177,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:pig_plush",39964,"§a§lPig Plushie"
"A Man With Plushies","a_man_with_plushies:pig_plush_sitting",40127,"§a§lPig Plushie"
"A Man With Plushies","a_man_with_plushies:pink_crewmate_plush",40010,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:pink_crewmate_plush_sitting",40085,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:pink_sheep_plush",40029,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:pink_sheep_plush_sitting",40136,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:plush_box",39947,"Plush Box"
"A Man With Plushies","a_man_with_plushies:popgoes_plush",39989,"§e§lPopgoes Plushie"
"A Man With Plushies","a_man_with_plushies:popgoes_plush_standing",40107,"§e§lPopgoes Plushie"
"A Man With Plushies","a_man_with_plushies:pufferfish_plush",39952,"§9§lPufferfish Plushie"
"A Man With Plushies","a_man_with_plushies:purple_crewmate_plush",40015,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:purple_crewmate_plush_sitting",40090,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:purple_sheep_plush",40033,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:purple_sheep_plush_sitting",40140,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:red_mooshroom_plush",40040,"§a§lMooshroom Plushie"
"A Man With Plushies","a_man_with_plushies:red_mooshroom_plush_sitting",40148,"§a§lMooshroom Plushie"
"A Man With Plushies","a_man_with_plushies:red_pikmin_plush",39960,"§9§lPikmin Plushie"
"A Man With Plushies","a_man_with_plushies:red_pikmin_plush_standing",40163,"§9§lPikmin Plushie"
"A Man With Plushies","a_man_with_plushies:red_pikmin_sprout",40058,"§9§lPikmin Plushie"
"A Man With Plushies","a_man_with_plushies:red_pikmin_sprout_plant",40053,"Red Pikmin Sprout"
"A Man With Plushies","a_man_with_plushies:red_sheep_plush",40037,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:red_sheep_plush_sitting",40144,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:rhyth_plush",39984,"§a§lRhyth Plushie"
"A Man With Plushies","a_man_with_plushies:rhyth_plush_standing",40189,"§a§lRhyth Plushie"
"A Man With Plushies","a_man_with_plushies:sans_plush",39973,"§a§lSans Plushie"
"A Man With Plushies","a_man_with_plushies:sans_plush_sitting",40111,"§a§lSans Plushie"
"A Man With Plushies","a_man_with_plushies:semi_puffed_pufferfish_plush",40075,"§9§lPufferfish Plushie"
"A Man With Plushies","a_man_with_plushies:sensei_seaweed_plush",39985,"§a§lSensei Seaweed Plushie"
"A Man With Plushies","a_man_with_plushies:sensei_seaweed_plush_standing",40190,"§a§lSensei Seaweed Plushie"
"A Man With Plushies","a_man_with_plushies:shadow_freddy_plush",40047,"§e§lShadow Freddy Plushie"
"A Man With Plushies","a_man_with_plushies:shadow_freddy_plush_standing",40099,"§e§lShadow Freddy Plushie"
"A Man With Plushies","a_man_with_plushies:shulker_plush",39962,"§9§lShulker Plushie"
"A Man With Plushies","a_man_with_plushies:spamton_plush",39994,"§e§lSpamton Plushie"
"A Man With Plushies","a_man_with_plushies:spamton_plush_sitting",40120,"§e§lSpamton Plushie"
"A Man With Plushies","a_man_with_plushies:squid_plush",39953,"§9§lSquid Plushie"
"A Man With Plushies","a_man_with_plushies:steppa_plush",39983,"§a§lSteppa Plushie"
"A Man With Plushies","a_man_with_plushies:steppa_plush_standing",40188,"§a§lSteppa Plushie"
"A Man With Plushies","a_man_with_plushies:sudowoodo_plush",39997,"§e§lSudowoodo Plushie"
"A Man With Plushies","a_man_with_plushies:sudowoodo_plush_standing",40162,"§e§lSudowoodo Plushie"
"A Man With Plushies","a_man_with_plushies:the_knight_plush",39976,"§a§lThe Knight Plushie"
"A Man With Plushies","a_man_with_plushies:the_knight_plush_sitting",40151,"§a§lThe Knight Plushie"
"A Man With Plushies","a_man_with_plushies:v_1_knucklebuster_plush",40060,"§e§lV1 Plushie"
"A Man With Plushies","a_man_with_plushies:v_1_knucklebuster_plush_sitting",40170,"§e§lV1 Plushie"
"A Man With Plushies","a_man_with_plushies:v_1_plush",39999,"§e§lV1 Plushie"
"A Man With Plushies","a_man_with_plushies:v_1_plush_sitting",40169,"§e§lV1 Plushie"
"A Man With Plushies","a_man_with_plushies:v_1_whiplash_plush",40061,"§e§lV1 Plushie"
"A Man With Plushies","a_man_with_plushies:v_1_whiplash_plush_sitting",40171,"§e§lV1 Plushie"
"A Man With Plushies","a_man_with_plushies:v_2_plush",40062,"§e§lV2 Plushie"
"A Man With Plushies","a_man_with_plushies:v_2_plush_sitting",40172,"§e§lV2 Plushie"
"A Man With Plushies","a_man_with_plushies:v_2_whiplash_plush",40063,"§e§lV2 Plushie"
"A Man With Plushies","a_man_with_plushies:v_2_whiplash_plush_sitting",40173,"§e§lV2 Plushie"
"A Man With Plushies","a_man_with_plushies:white_crewmate_plush",40014,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:white_crewmate_plush_sitting",40089,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:white_sheep_plush",39965,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:white_sheep_plush_sitting",40130,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:wiglin_plush",39982,"§a§lWiglin Plushie"
"A Man With Plushies","a_man_with_plushies:wiglin_plush_standing",40187,"§a§lWiglin Plushie"
"A Man With Plushies","a_man_with_plushies:wilson_plush",39970,"§a§lWilson Plushie"
"A Man With Plushies","a_man_with_plushies:wilson_plush_sitting",40103,"§a§lWilson Plushie"
"A Man With Plushies","a_man_with_plushies:wobblewok_closed_plush",40074,"§e§lWobblewok Plushie"
"A Man With Plushies","a_man_with_plushies:wobblewok_plush",40000,"§e§lWobblewok Plushie"
"A Man With Plushies","a_man_with_plushies:yellow_crewmate_plush",40012,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:yellow_crewmate_plush_sitting",40087,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:yellow_pikmin_plush",40050,"§9§lPikmin Plushie"
"A Man With Plushies","a_man_with_plushies:yellow_pikmin_plush_standing",40164,"§9§lPikmin Plushie"
"A Man With Plushies","a_man_with_plushies:yellow_pikmin_sprout",40057,"§9§lPikmin Plushie"
"A Man With Plushies","a_man_with_plushies:yellow_pikmin_sprout_plant",40054,"Yellow Pikmin Sprout"
"A Man With Plushies","a_man_with_plushies:yellow_sheep_plush",40027,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:yellow_sheep_plush_sitting",40134,"§a§lSheep Plushie"
"AE Additions","ae2additions:1024k_crafting_storage",39154,"1024k Crafting Storage"
"AE Additions","ae2additions:16384k_crafting_storage",39156,"16384k Crafting Storage"
"AE Additions","ae2additions:4096k_crafting_storage",39155,"4096k Crafting Storage"
"AE Additions","ae2additions:65536k_crafting_storage",39157,"65536k Crafting Storage"
"AE Additions","ae2additions:cell_component_1024",39096,"1024k ME Storage Component"
"AE Additions","ae2additions:cell_component_16384",39098,"16384k ME Storage Component"
"AE Additions","ae2additions:cell_component_4096",39097,"4096k ME Storage Component"
"AE Additions","ae2additions:cell_component_65536",39099,"65536k ME Storage Component"
"AE Additions","ae2additions:chemical_storage_cell_1024",39151,"ME 1024k Chemical Storage Cell"
"AE Additions","ae2additions:chemical_storage_cell_16384",39153,"ME 16384k Chemical Storage Cell"
"AE Additions","ae2additions:chemical_storage_cell_4096",39152,"ME 4096k Chemical Storage Cell"
"AE Additions","ae2additions:disk_chemical_1024k",39147,"1024k ME Chemical DISK Drive"
"AE Additions","ae2additions:disk_chemical_16384k",39149,"16384k ME Chemical DISK Drive"
"AE Additions","ae2additions:disk_chemical_16k",39144,"16k ME Chemical DISK Drive"
"AE Additions","ae2additions:disk_chemical_1k",39142,"1k ME Chemical DISK Drive"
"AE Additions","ae2additions:disk_chemical_256k",39146,"256k ME Chemical DISK Drive"
"AE Additions","ae2additions:disk_chemical_4096k",39148,"4096k ME Chemical DISK Drive"
"AE Additions","ae2additions:disk_chemical_4k",39143,"4k ME Chemical DISK Drive"
"AE Additions","ae2additions:disk_chemical_64k",39145,"64k ME Chemical DISK Drive"
"AE Additions","ae2additions:disk_chemical_65536k",39150,"65536k ME Chemical DISK Drive"
"AE Additions","ae2additions:disk_chemical_housing",39127,"ME Chemical DISK Housing"
"AE Additions","ae2additions:disk_fluid_1024k",39138,"1024k ME Fluid DISK Drive"
"AE Additions","ae2additions:disk_fluid_16384k",39140,"16384k ME Fluid DISK Drive"
"AE Additions","ae2additions:disk_fluid_16k",39135,"16k ME Fluid DISK Drive"
"AE Additions","ae2additions:disk_fluid_1k",39133,"1k ME Fluid DISK Drive"
"AE Additions","ae2additions:disk_fluid_256k",39137,"256k ME Fluid DISK Drive"
"AE Additions","ae2additions:disk_fluid_4096k",39139,"4096k ME Fluid DISK Drive"
"AE Additions","ae2additions:disk_fluid_4k",39134,"4k ME Fluid DISK Drive"
"AE Additions","ae2additions:disk_fluid_64k",39136,"64k ME Fluid DISK Drive"
"AE Additions","ae2additions:disk_fluid_65536k",39141,"65536k ME Fluid DISK Drive"
"AE Additions","ae2additions:disk_fluid_housing",39126,"ME Fluid DISK Housing"
"AE Additions","ae2additions:disk_item_1024k",39129,"1024K ME DISK Drive"
"AE Additions","ae2additions:disk_item_16384k",39131,"16384K ME DISK Drive"
"AE Additions","ae2additions:disk_item_256k",39128,"256K ME DISK Drive"
"AE Additions","ae2additions:disk_item_4096k",39130,"4096K ME DISK Drive"
"AE Additions","ae2additions:disk_item_65536k",39132,"65536K ME DISK Drive"
"AE Additions","ae2additions:fluid_storage_cell_1024",39113,"ME 1024k Fluid Storage Cell"
