"Mod name","Registry name","Item ID","Display name"
"A Man With Plushies","a_man_with_plushies:blissey_plush",40365,"§a§lBlissey Plushie"
"A Man With Plushies","a_man_with_plushies:blissey_plush_standing",40543,"§a§lBlissey Plushie"
"A Man With Plushies","a_man_with_plushies:blu_heavy_plush",40406,"§e§lHeavy Weapons Guy Plushie"
"A Man With Plushies","a_man_with_plushies:blu_heavy_plush_sitting",40482,"§e§lHeavy Weapons Guy Plushie"
"A Man With Plushies","a_man_with_plushies:blue_crewmate_plush",40395,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:blue_crewmate_plush_sitting",40470,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:blue_pikmin_plush",40438,"§9§lPikmin Plushie"
"A Man With Plushies","a_man_with_plushies:blue_pikmin_plush_standing",40552,"§9§lPikmin Plushie"
"A Man With Plushies","a_man_with_plushies:blue_pikmin_sprout",40443,"§9§lPikmin Plushie"
"A Man With Plushies","a_man_with_plushies:blue_pikmin_sprout_plant",40442,"Blue Pikmin Sprout"
"A Man With Plushies","a_man_with_plushies:blue_sheep_plush",40421,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:blue_sheep_plush_sitting",40528,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:brown_crewmate_plush",40403,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:brown_crewmate_plush_sitting",40478,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:brown_mooshroom_plush",40428,"§a§lMooshroom Plushie"
"A Man With Plushies","a_man_with_plushies:brown_mooshroom_plush_sitting",40536,"§a§lMooshroom Plushie"
"A Man With Plushies","a_man_with_plushies:brown_sheep_plush",40422,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:brown_sheep_plush_sitting",40529,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:candy_plush",40377,"§e§lCandy Plushie"
"A Man With Plushies","a_man_with_plushies:candy_plush_standing",40496,"§e§lCandy Plushie"
"A Man With Plushies","a_man_with_plushies:carrot_eating_pufferfish_plush",40464,"§9§lPufferfish Plushie"
"A Man With Plushies","a_man_with_plushies:cc_blue_knight_plush",40392,"§a§lCastle Crashers Knight Plushie"
"A Man With Plushies","a_man_with_plushies:cc_blue_knight_plush_sitting",40501,"§a§lCastle Crashers Knight Plushie"
"A Man With Plushies","a_man_with_plushies:cc_gray_knight_plush",40394,"§a§lCastle Crashers Knight Plushie"
"A Man With Plushies","a_man_with_plushies:cc_gray_knight_plush_sitting",40503,"§a§lCastle Crashers Knight Plushie"
"A Man With Plushies","a_man_with_plushies:cc_green_knight_plush",40361,"§a§lCastle Crashers Knight Plushie"
"A Man With Plushies","a_man_with_plushies:cc_green_knight_plush_sitting",40499,"§a§lCastle Crashers Knight Plushie"
"A Man With Plushies","a_man_with_plushies:cc_orange_knight_plush",40393,"§a§lCastle Crashers Knight Plushie"
"A Man With Plushies","a_man_with_plushies:cc_orange_knight_plush_sitting",40502,"§a§lCastle Crashers Knight Plushie"
"A Man With Plushies","a_man_with_plushies:cc_red_knight_plush",40391,"§a§lCastle Crashers Knight Plushie"
"A Man With Plushies","a_man_with_plushies:cc_red_knight_plush_sitting",40500,"§a§lCastle Crashers Knight Plushie"
"A Man With Plushies","a_man_with_plushies:chicken_plush",40354,"§a§lChicken Plushie"
"A Man With Plushies","a_man_with_plushies:chicken_plush_sitting",40541,"§a§lChicken Plushie"
"A Man With Plushies","a_man_with_plushies:cindy_plush",40495,"§e§lCindy Plushie"
"A Man With Plushies","a_man_with_plushies:cindy_plush_standing",40497,"§e§lCindy Plushie"
"A Man With Plushies","a_man_with_plushies:companion_block_plushie",40379,"§e§lCompanion Block Plushie"
"A Man With Plushies","a_man_with_plushies:cow_plush",40353,"§a§lCow Plushie"
"A Man With Plushies","a_man_with_plushies:cow_plush_sitting",40534,"§a§lCow Plushie"
"A Man With Plushies","a_man_with_plushies:crabster_plush",40388,"§e§lCrabster Plushie"
"A Man With Plushies","a_man_with_plushies:crabster_plush_standing",40578,"§e§lCrabster Plushie"
"A Man With Plushies","a_man_with_plushies:creeper_plush",40336,"§9§lCreeper Plushie"
"A Man With Plushies","a_man_with_plushies:creeper_plush_sitting",40488,"§9§lCreeper Plushie"
"A Man With Plushies","a_man_with_plushies:crewmate_plush",40341,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:crewmate_plush_sitting",40469,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:cuphead_plush",40359,"§a§lCuphead Plushie"
"A Man With Plushies","a_man_with_plushies:cuphead_plush_sitting",40505,"§a§lCuphead Plushie"
"A Man With Plushies","a_man_with_plushies:cyan_crewmate_plush",40404,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:cyan_crewmate_plush_sitting",40479,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:cyan_sheep_plush",40419,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:cyan_sheep_plush_sitting",40526,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:enderman_plush",40337,"§9§lEnderman Plushie"
"A Man With Plushies","a_man_with_plushies:enderman_plush_sitting",40508,"§9§lEnderman Plushie"
"A Man With Plushies","a_man_with_plushies:enderman_plush_with_block",40409,"§9§lEnderman Plushie"
"A Man With Plushies","a_man_with_plushies:enderman_plush_with_block_sitting",40509,"§9§lEnderman Plushie"
"A Man With Plushies","a_man_with_plushies:fall_guy_plush",40356,"§a§lFall Guy Plushie"
"A Man With Plushies","a_man_with_plushies:fall_guy_plush_sitting",40487,"§a§lFall Guy Plushie"
"A Man With Plushies","a_man_with_plushies:female_indeedee_plush",40366,"§a§lIndeedee Plushie"
"A Man With Plushies","a_man_with_plushies:female_indeedee_plush_standing",40547,"§a§lIndeedee Plushie"
"A Man With Plushies","a_man_with_plushies:fredbear_plush",40433,"§e§lFredbear Plushie"
"A Man With Plushies","a_man_with_plushies:fredbear_plush_standing",40485,"§e§lGolden Freddy Plushie"
"A Man With Plushies","a_man_with_plushies:freddy_fazbear_plush",40375,"§e§lFreddy Fazbear Plushie"
"A Man With Plushies","a_man_with_plushies:freddy_fazbear_plush_standing",40483,"§e§lFreddy Fazbear Plushie"
"A Man With Plushies","a_man_with_plushies:fully_puffed_pufferfish_plush",40463,"§9§lPufferfish Plushie"
"A Man With Plushies","a_man_with_plushies:gd_cube_plush",40345,"§9§lGeometry Dash Cube Plushie"
"A Man With Plushies","a_man_with_plushies:gdm_cube_plush",40389,"§9§lGeometry Dash Cube Plushie"
"A Man With Plushies","a_man_with_plushies:gds_cube_plush",40390,"§9§lGeometry Dash Cube Plushie"
"A Man With Plushies","a_man_with_plushies:ghast_attacking_plush",40430,"§e§lGhast Plushie"
"A Man With Plushies","a_man_with_plushies:ghast_plush",40374,"§e§lGhast Plushie"
"A Man With Plushies","a_man_with_plushies:glados_plush",40380,"§e§lGLaDOS Plushie"
"A Man With Plushies","a_man_with_plushies:glados_plush_lying_down",40573,"§e§lGLaDOS Plushie"
"A Man With Plushies","a_man_with_plushies:golden_freddy_plush",40432,"§e§lGolden Freddy Plushie"
"A Man With Plushies","a_man_with_plushies:golden_freddy_plush_standing",40484,"§e§lGolden Freddy Plushie"
"A Man With Plushies","a_man_with_plushies:golden_plush_box",40335,"Golden Plush Box"
"A Man With Plushies","a_man_with_plushies:goose_plush",40362,"§a§lGoose Plushie"
"A Man With Plushies","a_man_with_plushies:goose_plush_sitting",40504,"§a§lGoose Plushie"
"A Man With Plushies","a_man_with_plushies:gray_sheep_plush",40417,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:gray_sheep_plush_sitting",40524,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:green_crewmate_plush",40396,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:green_crewmate_plush_sitting",40471,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:green_sheep_plush",40423,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:green_sheep_plush_sitting",40530,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:happycane_plush",40348,"§a§lHappycane Plushie"
"A Man With Plushies","a_man_with_plushies:happycane_plush_standing",40572,"§a§lHappycane Plushie"
"A Man With Plushies","a_man_with_plushies:headcrab_plush",40382,"§e§lHeadcrab Plushie"
"A Man With Plushies","a_man_with_plushies:heavy_plush",40378,"§e§lHeavy Weapons Guy Plushie"
"A Man With Plushies","a_man_with_plushies:heavy_plush_sitting",40481,"§e§lHeavy Weapons Guy Plushie"
"A Man With Plushies","a_man_with_plushies:henry_stickmin_plush",40346,"§9§lHenry Stickmin Plushie"
"A Man With Plushies","a_man_with_plushies:henry_stickmin_plush_sitting",40512,"§9§lHenry Stickmin Plushie"
"A Man With Plushies","a_man_with_plushies:henry_stickmin_toppat_leader_plush",40511,"§9§lHenry Stickmin Plushie"
"A Man With Plushies","a_man_with_plushies:henry_stickmin_toppat_leader_plush_sitting",40513,"§9§lHenry Stickmin Plushie"
"A Man With Plushies","a_man_with_plushies:henry_stickmin_toppat_recruit_plush",40510,"§9§lHenry Stickmin Plushie"
"A Man With Plushies","a_man_with_plushies:henry_stickmin_toppat_recruit_plush_sitting",40516,"§9§lHenry Stickmin Plushie"
"A Man With Plushies","a_man_with_plushies:insomni_plush",40373,"§a§lInsomni Plushie"
"A Man With Plushies","a_man_with_plushies:isaac_plush",40342,"§9§lIsaac Plushie"
"A Man With Plushies","a_man_with_plushies:isaac_plush_sitting",40491,"§9§lIsaac Plushie"
"A Man With Plushies","a_man_with_plushies:jeb_sheep_plush",40426,"§a§ljeb_ Sheep Plushie"
"A Man With Plushies","a_man_with_plushies:jeb_sheep_plush_sitting",40533,"§a§ljeb_ Sheep Plushie"
"A Man With Plushies","a_man_with_plushies:lariat_plushie",40358,"§a§lLariat Plushie"
"A Man With Plushies","a_man_with_plushies:light_blue_sheep_plush",40413,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:light_blue_sheep_plush_sitting",40520,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:light_gray_sheep_plush",40418,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:light_gray_sheep_plush_sitting",40525,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:lime_crewmate_plush",40405,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:lime_crewmate_plush_sitting",40480,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:lime_sheep_plush",40415,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:lime_sheep_plush_sitting",40522,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:madeline_plush",40367,"§a§lMadeline Plushie"
"A Man With Plushies","a_man_with_plushies:madeline_plush_sitting",40554,"§a§lMadeline Plushie"
"A Man With Plushies","a_man_with_plushies:magenta_sheep_plush",40412,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:magenta_sheep_plush_sitting",40519,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:male_indeedee_plush",40435,"§a§lIndeedee Plushie"
"A Man With Plushies","a_man_with_plushies:male_indeedee_plush_standing",40548,"§a§lIndeedee Plushie"
"A Man With Plushies","a_man_with_plushies:meat_boy_plush",40344,"§9§lMeat Boy Plushie"
"A Man With Plushies","a_man_with_plushies:meat_boy_plush_sitting",40492,"§9§lMeat Boy Plushie"
"A Man With Plushies","a_man_with_plushies:moai_plush",40446,"§e§lMoai Plushie"
"A Man With Plushies","a_man_with_plushies:moobloom_plush",40429,"§a§lMoobloom Plushie"
"A Man With Plushies","a_man_with_plushies:moobloom_plush_sitting",40537,"§a§lMoobloom Plushie"
"A Man With Plushies","a_man_with_plushies:muddy_pig_plush",40410,"§a§lMuddy Pig Plushie"
"A Man With Plushies","a_man_with_plushies:muddy_pig_plush_sitting",40515,"§a§lMuddy Pig Plushie"
"A Man With Plushies","a_man_with_plushies:mugman_plush",40439,"§a§lMugman Plushie"
"A Man With Plushies","a_man_with_plushies:mugman_plush_sitting",40506,"§a§lMugman Plushie"
"A Man With Plushies","a_man_with_plushies:ninji_plush",40350,"§9§lNinji Plushie"
"A Man With Plushies","a_man_with_plushies:ninji_plush_standing",40579,"§9§lNinji Plushie"
"A Man With Plushies","a_man_with_plushies:odd_tree",40385,"Odd Tree"
"A Man With Plushies","a_man_with_plushies:odd_tree_plant",40436,"Odd Tree Plant"
"A Man With Plushies","a_man_with_plushies:off_plush",40343,"§9§lNoob Plushie"
"A Man With Plushies","a_man_with_plushies:off_plush_sitting",40489,"§9§lNoob Plushie"
"A Man With Plushies","a_man_with_plushies:open_shulker_plush",40465,"§9§lShulker Plushie"
"A Man With Plushies","a_man_with_plushies:orange_crewmate_plush",40398,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:orange_crewmate_plush_sitting",40473,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:orange_sheep_plush",40411,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:orange_sheep_plush_sitting",40518,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:peashooter_plush",40355,"§a§lPeashooter Plushie"
"A Man With Plushies","a_man_with_plushies:peashooter_plush_flower_pot",40407,"§a§lPeashooter Plushie In a Flower Pot"
"A Man With Plushies","a_man_with_plushies:peppino_blood_red_plush",40451,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_blood_red_plush_sitting",40562,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_dark_cook_plush",40452,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_dark_cook_plush_sitting",40563,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_dirt_cook_plush",40457,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_dirt_cook_plush_sitting",40568,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_garish_cook_plush",40459,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_garish_cook_plush_sitting",40570,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_golden_god_plush",40458,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_golden_god_plush_sitting",40569,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_money_green_plush",40454,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_money_green_plush_sitting",40565,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_mooney_orange_plush",40460,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_mooney_orange_plush_sitting",40571,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_plush",40368,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_plush_sitting",40561,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_sage_blue_plush",40455,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_sage_blue_plush_sitting",40566,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_tv_purple_plush",40456,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_tv_purple_plush_sitting",40567,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_unfunny_cook_plush",40453,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:peppino_unfunny_cook_plush_sitting",40564,"§a§lPeppino Plushie"
"A Man With Plushies","a_man_with_plushies:pig_plush",40351,"§a§lPig Plushie"
"A Man With Plushies","a_man_with_plushies:pig_plush_sitting",40514,"§a§lPig Plushie"
"A Man With Plushies","a_man_with_plushies:pink_crewmate_plush",40397,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:pink_crewmate_plush_sitting",40472,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:pink_sheep_plush",40416,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:pink_sheep_plush_sitting",40523,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:plush_box",40334,"Plush Box"
"A Man With Plushies","a_man_with_plushies:popgoes_plush",40376,"§e§lPopgoes Plushie"
"A Man With Plushies","a_man_with_plushies:popgoes_plush_standing",40494,"§e§lPopgoes Plushie"
"A Man With Plushies","a_man_with_plushies:pufferfish_plush",40339,"§9§lPufferfish Plushie"
"A Man With Plushies","a_man_with_plushies:purple_crewmate_plush",40402,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:purple_crewmate_plush_sitting",40477,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:purple_sheep_plush",40420,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:purple_sheep_plush_sitting",40527,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:red_mooshroom_plush",40427,"§a§lMooshroom Plushie"
"A Man With Plushies","a_man_with_plushies:red_mooshroom_plush_sitting",40535,"§a§lMooshroom Plushie"
"A Man With Plushies","a_man_with_plushies:red_pikmin_plush",40347,"§9§lPikmin Plushie"
"A Man With Plushies","a_man_with_plushies:red_pikmin_plush_standing",40550,"§9§lPikmin Plushie"
"A Man With Plushies","a_man_with_plushies:red_pikmin_sprout",40445,"§9§lPikmin Plushie"
"A Man With Plushies","a_man_with_plushies:red_pikmin_sprout_plant",40440,"Red Pikmin Sprout"
"A Man With Plushies","a_man_with_plushies:red_sheep_plush",40424,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:red_sheep_plush_sitting",40531,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:rhyth_plush",40371,"§a§lRhyth Plushie"
"A Man With Plushies","a_man_with_plushies:rhyth_plush_standing",40576,"§a§lRhyth Plushie"
"A Man With Plushies","a_man_with_plushies:sans_plush",40360,"§a§lSans Plushie"
"A Man With Plushies","a_man_with_plushies:sans_plush_sitting",40498,"§a§lSans Plushie"
"A Man With Plushies","a_man_with_plushies:semi_puffed_pufferfish_plush",40462,"§9§lPufferfish Plushie"
"A Man With Plushies","a_man_with_plushies:sensei_seaweed_plush",40372,"§a§lSensei Seaweed Plushie"
"A Man With Plushies","a_man_with_plushies:sensei_seaweed_plush_standing",40577,"§a§lSensei Seaweed Plushie"
"A Man With Plushies","a_man_with_plushies:shadow_freddy_plush",40434,"§e§lShadow Freddy Plushie"
"A Man With Plushies","a_man_with_plushies:shadow_freddy_plush_standing",40486,"§e§lShadow Freddy Plushie"
"A Man With Plushies","a_man_with_plushies:shulker_plush",40349,"§9§lShulker Plushie"
"A Man With Plushies","a_man_with_plushies:spamton_plush",40381,"§e§lSpamton Plushie"
"A Man With Plushies","a_man_with_plushies:spamton_plush_sitting",40507,"§e§lSpamton Plushie"
"A Man With Plushies","a_man_with_plushies:squid_plush",40340,"§9§lSquid Plushie"
"A Man With Plushies","a_man_with_plushies:steppa_plush",40370,"§a§lSteppa Plushie"
"A Man With Plushies","a_man_with_plushies:steppa_plush_standing",40575,"§a§lSteppa Plushie"
"A Man With Plushies","a_man_with_plushies:sudowoodo_plush",40384,"§e§lSudowoodo Plushie"
"A Man With Plushies","a_man_with_plushies:sudowoodo_plush_standing",40549,"§e§lSudowoodo Plushie"
"A Man With Plushies","a_man_with_plushies:the_knight_plush",40363,"§a§lThe Knight Plushie"
"A Man With Plushies","a_man_with_plushies:the_knight_plush_sitting",40538,"§a§lThe Knight Plushie"
"A Man With Plushies","a_man_with_plushies:v_1_knucklebuster_plush",40447,"§e§lV1 Plushie"
"A Man With Plushies","a_man_with_plushies:v_1_knucklebuster_plush_sitting",40557,"§e§lV1 Plushie"
"A Man With Plushies","a_man_with_plushies:v_1_plush",40386,"§e§lV1 Plushie"
"A Man With Plushies","a_man_with_plushies:v_1_plush_sitting",40556,"§e§lV1 Plushie"
"A Man With Plushies","a_man_with_plushies:v_1_whiplash_plush",40448,"§e§lV1 Plushie"
"A Man With Plushies","a_man_with_plushies:v_1_whiplash_plush_sitting",40558,"§e§lV1 Plushie"
"A Man With Plushies","a_man_with_plushies:v_2_plush",40449,"§e§lV2 Plushie"
"A Man With Plushies","a_man_with_plushies:v_2_plush_sitting",40559,"§e§lV2 Plushie"
"A Man With Plushies","a_man_with_plushies:v_2_whiplash_plush",40450,"§e§lV2 Plushie"
"A Man With Plushies","a_man_with_plushies:v_2_whiplash_plush_sitting",40560,"§e§lV2 Plushie"
"A Man With Plushies","a_man_with_plushies:white_crewmate_plush",40401,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:white_crewmate_plush_sitting",40476,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:white_sheep_plush",40352,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:white_sheep_plush_sitting",40517,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:wiglin_plush",40369,"§a§lWiglin Plushie"
"A Man With Plushies","a_man_with_plushies:wiglin_plush_standing",40574,"§a§lWiglin Plushie"
"A Man With Plushies","a_man_with_plushies:wilson_plush",40357,"§a§lWilson Plushie"
"A Man With Plushies","a_man_with_plushies:wilson_plush_sitting",40490,"§a§lWilson Plushie"
"A Man With Plushies","a_man_with_plushies:wobblewok_closed_plush",40461,"§e§lWobblewok Plushie"
"A Man With Plushies","a_man_with_plushies:wobblewok_plush",40387,"§e§lWobblewok Plushie"
"A Man With Plushies","a_man_with_plushies:yellow_crewmate_plush",40399,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:yellow_crewmate_plush_sitting",40474,"§9§lCrewmate Plushie"
"A Man With Plushies","a_man_with_plushies:yellow_pikmin_plush",40437,"§9§lPikmin Plushie"
"A Man With Plushies","a_man_with_plushies:yellow_pikmin_plush_standing",40551,"§9§lPikmin Plushie"
"A Man With Plushies","a_man_with_plushies:yellow_pikmin_sprout",40444,"§9§lPikmin Plushie"
"A Man With Plushies","a_man_with_plushies:yellow_pikmin_sprout_plant",40441,"Yellow Pikmin Sprout"
"A Man With Plushies","a_man_with_plushies:yellow_sheep_plush",40414,"§a§lSheep Plushie"
"A Man With Plushies","a_man_with_plushies:yellow_sheep_plush_sitting",40521,"§a§lSheep Plushie"
"AE Additions","ae2additions:1024k_crafting_storage",38568,"1024k Crafting Storage"
"AE Additions","ae2additions:16384k_crafting_storage",38570,"16384k Crafting Storage"
"AE Additions","ae2additions:4096k_crafting_storage",38569,"4096k Crafting Storage"
"AE Additions","ae2additions:65536k_crafting_storage",38571,"65536k Crafting Storage"
"AE Additions","ae2additions:cell_component_1024",38510,"1024k ME Storage Component"
"AE Additions","ae2additions:cell_component_16384",38512,"16384k ME Storage Component"
"AE Additions","ae2additions:cell_component_4096",38511,"4096k ME Storage Component"
"AE Additions","ae2additions:cell_component_65536",38513,"65536k ME Storage Component"
"AE Additions","ae2additions:chemical_storage_cell_1024",38565,"ME 1024k Chemical Storage Cell"
"AE Additions","ae2additions:chemical_storage_cell_16384",38567,"ME 16384k Chemical Storage Cell"
"AE Additions","ae2additions:chemical_storage_cell_4096",38566,"ME 4096k Chemical Storage Cell"
"AE Additions","ae2additions:disk_chemical_1024k",38561,"1024k ME Chemical DISK Drive"
"AE Additions","ae2additions:disk_chemical_16384k",38563,"16384k ME Chemical DISK Drive"
"AE Additions","ae2additions:disk_chemical_16k",38558,"16k ME Chemical DISK Drive"
"AE Additions","ae2additions:disk_chemical_1k",38556,"1k ME Chemical DISK Drive"
"AE Additions","ae2additions:disk_chemical_256k",38560,"256k ME Chemical DISK Drive"
"AE Additions","ae2additions:disk_chemical_4096k",38562,"4096k ME Chemical DISK Drive"
"AE Additions","ae2additions:disk_chemical_4k",38557,"4k ME Chemical DISK Drive"
"AE Additions","ae2additions:disk_chemical_64k",38559,"64k ME Chemical DISK Drive"
"AE Additions","ae2additions:disk_chemical_65536k",38564,"65536k ME Chemical DISK Drive"
"AE Additions","ae2additions:disk_chemical_housing",38541,"ME Chemical DISK Housing"
"AE Additions","ae2additions:disk_fluid_1024k",38552,"1024k ME Fluid DISK Drive"
"AE Additions","ae2additions:disk_fluid_16384k",38554,"16384k ME Fluid DISK Drive"
"AE Additions","ae2additions:disk_fluid_16k",38549,"16k ME Fluid DISK Drive"
"AE Additions","ae2additions:disk_fluid_1k",38547,"1k ME Fluid DISK Drive"
"AE Additions","ae2additions:disk_fluid_256k",38551,"256k ME Fluid DISK Drive"
"AE Additions","ae2additions:disk_fluid_4096k",38553,"4096k ME Fluid DISK Drive"
"AE Additions","ae2additions:disk_fluid_4k",38548,"4k ME Fluid DISK Drive"
"AE Additions","ae2additions:disk_fluid_64k",38550,"64k ME Fluid DISK Drive"
"AE Additions","ae2additions:disk_fluid_65536k",38555,"65536k ME Fluid DISK Drive"
"AE Additions","ae2additions:disk_fluid_housing",38540,"ME Fluid DISK Housing"
"AE Additions","ae2additions:disk_item_1024k",38543,"1024K ME DISK Drive"
"AE Additions","ae2additions:disk_item_16384k",38545,"16384K ME DISK Drive"
"AE Additions","ae2additions:disk_item_256k",38542,"256K ME DISK Drive"
"AE Additions","ae2additions:disk_item_4096k",38544,"4096K ME DISK Drive"
"AE Additions","ae2additions:disk_item_65536k",38546,"65536K ME DISK Drive"
"AE Additions","ae2additions:fluid_storage_cell_1024",38527,"ME 1024k Fluid Storage Cell"
